"source_id";"product_number";"name";"ean";"source_active";"issue_codes"
"12394";"TarankoBarcelonaBA-19";"Art-Deco Design Schreibtisch Büromöbel Tisch Chef Schreibtische Echtholz";"4260484867728";"true";"EAN_DUPLICATE"
"12395";"TarankoBarcelonaBA-20";"Klassische Säule Abschlußelement für Schrank Schrankwand L, R";"4260484867711";"true";"EAN_DUPLICATE"
"12396";"TarankoBarcelonaBA-21";"Klassische Pfeiler schmall Element für Schrank Schranksystem Model";"4260484867704";"true";"EAN_DUPLICATE"
"12398";"TarankoBarcelonaBA-23";"Klassische Außenseite furniert - Model BA-23";"4260484867681";"true";"EAN_DUPLICATE"
"12399";"TarankoBarcelonaBA-24";"Klassische Design Braun Wandpaneel mit Wandregal und Beleuchtung Bettwand";"4260484867674";"true";"EAN_DUPLICATE"
"12400";"TarankoBarcelonaBA-25";"Klassische Design Hoch Wandpaneel mit Wandregal und Beleuchtung Bettwand";"4260484867667";"true";"EAN_DUPLICATE"
"12401";"TarankoBarcelonaBA-26";"Klassische Abschlussleiste zum Paneel, Set L, R Element für Schrank";"4260484867650";"true";"EAN_DUPLICATE"
"12403";"TarankoBarcelonaBA-28";"Außenseitenwandkrone für Krone oder Sockel Schrank Schranksystem";"4260484867346";"true";"EAN_DUPLICATE"
"12404";"TarankoBarcelonaBA-29";"Elemente Sockelleiste Kronenleiste für die Vitrine Schrank Schranksystem";"4260484867339";"true";"EAN_DUPLICATE"
"12405";"TarankoBarcelonaBA-30";"Klassische Abschlussleiste für Sockel Krone zum Paneel oder Vitrine Set";"4260484867322";"true";"EAN_DUPLICATE"
